Amount,Class,Hour
2.0,0,0.0
8.49,0,0.0
3.67,0,0.0
0.77,0,0.0
9.27,0,0.0
50.0,0,0.0
2.23,0,0.0
77.98,0,0.0
46.77,0,0.0
399.07,0,0.0
17.99,0,0.0
64.0,0,0.0
11.99,0,0.0
10.2,0,0.0
75.65,0,0.0
49.98,0,0.0
92.91,0,0.0
9.65,0,0.0
1.98,0,0.0
121.48,0,0.0
2.72,0,0.0
13.0,0,0.0
2.99,0,0.0
6.99,0,0.0
50.78,0,0.0
13.49,0,0.0
79.0,0,0.0
2.85,0,0.0
13.99,0,0.0
55.0,0,0.0
37.57,0,0.0
1.0,0,0.0
11.99,0,0.0
1.48,0,0.0
7.69,0,0.0
20.0,0,0.0
48.0,0,0.0
0.92,0,0.0
17.57,0,0.0
529.0,1,0.0
59.88,0,0.0
1.0,0,0.0
9.51,0,0.0
1.79,0,0.0
10.0,0,0.0
79.0,0,0.0
1.0,0,0.0
0.75,0,0.0
732.0,0,0.0
1015.61,0,0.0
11.5,0,0.0
20.74,0,0.0
4.42,0,0.0
158.0,0,0.0
49.9,0,0.0
1.0,0,0.0
99.9,0,0.0
7.48,0,0.0
91.76,0,0.0
8.99,0,0.0
64.99,0,0.0
139.75,0,0.0
3.44,0,0.0
254.41,0,0.0
18.45,0,0.0
9.99,0,0.0
10.0,0,0.0
632.4,0,0.0
67.94,0,0.0
54.99,0,0.0
834.84,0,0.0
29.0,0,0.0
16.5,0,0.0
50.99,0,0.0
8.83,0,0.0
5.0,0,0.0
1.98,0,0.0
22.83,0,0.0
92.82,0,0.0
3.0,0,0.0
45.56,0,0.0
268.93,0,0.0
712.82,0,0.0
24.9,0,0.0
2.27,0,0.0
22.77,0,0.0
114.0,0,0.0
6.99,0,0.0
8.28,0,0.0
1.99,0,0.0
35.93,0,0.0
8.93,0,0.0
37.96,0,0.0
80.0,0,0.0
4.69,0,0.0
7.0,0,0.0
1.0,0,0.0
64.0,0,0.0
36.61,0,0.0
30.49,0,0.0
10.0,0,0.0
59.9,0,0.0
4.45,0,0.0
9.99,0,0.0
0.89,0,0.0
69.99,0,0.0
39.05,0,0.0
15.19,0,0.0
42.64,0,0.0
37.89,0,0.0
52.05,0,0.0
59.9,0,0.0
79.54,0,0.0
3.71,0,0.0
25.41,0,0.0
1.5,0,0.0
1.98,0,0.0
9.72,0,0.0
1.0,0,0.0
12.0,0,0.0
75.17,0,0.0
17.99,0,0.0
291.36,0,0.0
25.0,0,0.0
8.5,0,0.0
30.41,0,0.0
15.0,0,0.0
0.89,0,0.0
102.0,0,0.0
27.34,0,0.0
158.0,0,0.0
35.64,0,0.0
1.29,0,0.0
1.0,0,0.0
67.1,0,0.0
2.98,0,0.0
11.46,0,0.0
3.98,0,0.0
6.85,0,0.0
1.48,0,0.0
24.99,0,0.0
41.96,0,0.0
30.0,0,0.0
530.85,0,0.0
74.22,0,0.0
16.83,0,0.0
2.99,0,0.0
2.67,0,0.0
317.25,0,0.0
23.97,0,0.0
8.84,0,0.0
5.95,0,0.0
986.31,0,0.0
10.08,0,0.0
35.95,0,0.0
11.22,0,0.0
206.77,0,0.0
1.0,0,0.0
11.45,0,0.0
3.95,0,0.0
17.68,0,0.0
22.24,0,0.0
9.23,0,0.0
242.15,0,0.0
50.2,0,0.0
8.99,0,0.0
9.99,0,0.0
149.9,0,0.0
0.89,0,0.0
10.99,0,0.0
48.0,0,0.0
9.99,0,0.0
12.9,0,0.0
18.56,0,0.0
15.25,0,0.0
9.99,0,0.0
2.89,0,0.0
8.98,0,0.0
158.0,0,0.0
12.0,0,0.0
131.37,0,0.0
0.76,0,0.0
1.29,0,0.0
26.72,0,0.0
80.0,0,0.0
5.98,0,0.0
12.36,0,0.0
13.79,0,0.0
145.56,0,0.0
18.0,0,0.0
10.77,0,0.0
4.49,0,0.0
29.56,0,0.0
0.01,0,0.0
275.89,0,0.0
1.0,0,0.0
15.0,0,0.0
50.0,0,0.0
470.88,0,0.0
2.69,0,0.0
11.46,0,0.0
605.5,0,0.0
0.99,0,0.0
55.61,0,0.0
0.89,0,0.0
11.98,0,0.0
2.72,0,0.0
120.02,0,0.0
10.8,0,0.0
79.95,0,0.0
1.79,0,0.0
26.57,0,0.0
10.0,0,0.0
134.7,0,0.0
17.5,0,0.0
69.99,0,0.0
15.0,0,0.0
11.97,0,0.0
69.99,0,0.0
47.85,0,0.0
59.9,0,0.0
174.88,0,0.0
19.98,0,0.0
99.0,0,0.0
8.38,0,0.0
2.68,0,0.0
21.5,0,0.0
12.99,0,0.0
24.9,0,0.0
25.99,0,0.0
105.16,0,0.0
1.98,0,0.0
1.0,0,0.0
1.78,0,0.0
9.99,0,0.0
10.99,0,0.0
30.5,0,0.0
56.0,0,0.0
4.0,0,0.0
223.25,0,0.0
1.98,0,0.0
79.0,0,0.0
57.64,0,0.0
16.98,0,0.0
1.0,0,0.0
24.99,0,0.0
29.35,0,0.0
68.7,0,0.0
29.9,0,0.0
32.51,0,0.0
29.48,0,0.0
2.5,0,0.0
37.99,0,0.0
4.88,0,0.0
5.26,0,0.0
25.98,0,0.0
54.8,0,0.0
125.86,0,0.0
75.93,0,0.0
589.21,0,0.0
13.99,0,0.0
1.79,0,0.0
114.34,0,0.0
204.0,0,0.0
1.18,0,0.0
23.43,0,0.0
8.99,0,0.0
18.56,0,0.0
28.14,0,0.0
0.77,0,0.0
4.52,0,0.0
12.0,0,0.0
4.95,0,0.0
1.0,0,0.0
4.2,0,0.0
4.99,0,0.0
9.9,0,0.0
0.05,0,0.0
15.79,0,0.0
1.0,0,0.0
24.9,0,0.0
1602.99,0,0.0
8.99,0,0.0
7.04,0,0.0
158.0,0,0.0
1.0,0,0.0
1.78,0,0.0
8.9,0,0.0
117.28,0,0.0
15.0,0,0.0
99.0,0,0.0
19.54,0,0.0
60.0,0,0.0
73.0,0,0.0
0.05,0,0.0
13.99,0,0.0
64.63,0,0.0
47.76,0,0.0
3.58,0,0.0
24.9,0,0.0
3.1,0,0.0
1.98,0,0.0
57.7,0,0.0
17.68,0,0.0
42.56,0,0.0
7.95,0,0.0
0.89,0,0.0
94.86,0,0.0
0.05,0,0.0
22.0,0,0.0
0.92,0,0.0
24.9,0,0.0
39.05,0,0.0
32.14,0,0.0
16.31,0,0.0
0.89,0,0.0
15.8,0,0.0
0.05,0,0.0
25.39,0,0.0
24.9,0,0.0
89.95,0,0.0
9.99,0,0.0
287.57,0,0.0
9.99,0,0.0
1.0,0,0.0
217.0,0,0.0
8.91,0,0.0
53.54,0,0.0
64.99,0,0.0
0.05,0,0.0
60.0,0,0.0
10.99,0,0.0
1.98,0,0.0
24.9,0,0.0
0.85,0,0.0
64.0,0,0.0
18.0,0,0.0
17.24,0,0.0
22.61,0,0.0
18.56,0,0.0
23.43,0,0.0
15.38,0,0.0
171.32,0,0.0
143.9,0,0.0
24.38,0,0.0
1.29,0,0.0
4.99,0,0.0
6.55,0,0.0
1.0,0,0.0
25.0,0,0.0
9.87,0,0.0
25.0,0,0.0
0.0,0,0.0
12.15,0,0.0
0.77,0,0.0
13.98,0,0.0
33.99,0,0.0
24.95,0,0.0
0.89,0,0.0
69.97,0,0.0
8.99,0,0.0
5.0,0,0.0
9.99,0,0.0
9.48,0,0.0
467.74,0,0.0
8.96,0,0.0
51.45,0,0.0
5.0,0,0.0
1.46,0,0.0
5.0,0,0.0
767.7,0,0.0
87.47,0,0.0
131.95,0,0.0
179.84,0,0.0
0.76,0,0.0
9.44,0,0.0
8.99,0,0.0
4.49,0,0.0
13.94,0,0.0
1.98,0,0.0
500.0,0,0.0
5.45,0,0.0
9.95,0,0.0
0.89,0,0.0
0.89,0,0.0
94.65,0,0.0
10.38,0,0.0
15.15,0,0.0
25.3,0,0.0
1.98,0,0.0
25.85,0,0.0
220.28,0,0.0
9.99,0,0.0
294.95,0,0.0
29.99,0,0.0
8.12,0,0.0
25.95,0,0.0
11.98,0,0.0
16.5,0,0.0
11.5,0,0.0
153.0,0,0.0
138.0,0,0.0
0.1,0,0.0
1.29,0,0.0
47.9,0,0.0
16.18,0,0.0
82.39,0,0.0
354.85,0,0.0
15.37,0,0.0
5.91,0,0.0
14.05,0,0.0
3.9,0,0.0
1.78,0,0.0
30.0,0,0.0
82.37,0,0.0
8.0,0,0.0
2.69,0,0.0
2.5,0,0.0
7.28,0,0.0
0.99,0,0.0
2.49,0,0.0
1.0,0,0.0
291.38,0,0.0
15.0,0,0.0
82.39,0,0.0
792.2,0,0.0
29.99,0,0.0
15.0,0,0.0
29.95,0,0.0
1.98,0,0.0
16.45,0,0.0
9.99,0,0.0
62.85,0,0.0
1.0,0,0.0
0.89,0,0.0
0.76,0,0.0
39.09,0,0.0
112.38,0,0.0
1.98,0,0.0
1.78,0,0.0
41.4,0,0.0
8.94,0,0.0
78.44,0,0.0
1528.9,0,0.0
17.87,0,0.0
88.88,0,0.0
29.0,0,0.0
237.98,0,0.0
9.73,0,0.0
8.0,0,0.0
1.0,0,0.0
14.2,0,0.0
5.07,0,0.0
37.5,0,0.0
203.83,0,0.0
5.42,0,0.0
9.95,0,0.0
7.69,0,0.0
11.38,0,0.0
1.29,0,0.0
197.16,0,0.0
52.93,0,0.0
44.91,0,0.0
3.37,0,0.0
25.54,0,0.0
7.82,0,0.0
9.31,0,0.0
0.89,0,0.0
34.6,0,0.0
7.99,0,0.0
1.98,0,0.0
11.99,0,0.0
34.9,0,0.0
34.95,0,0.0
1.0,0,0.0
0.0,0,0.0
13.0,0,0.0
8.9,0,0.0
1.0,0,0.0
74.64,0,0.0
352.89,0,0.0
45.9,0,0.0
6.0,0,0.0
5.35,0,0.0
9.99,0,0.0
74.22,0,0.0
5.8,0,0.0
8.04,0,0.0
0.0,0,0.0
309.0,0,0.0
82.5,0,0.0
156.04,0,0.0
128.68,0,0.0
17.5,0,0.0
9.0,0,0.0
144.0,0,0.0
11.5,0,0.0
186.14,0,0.0
11.45,0,0.0
8.0,0,0.0
55.0,0,0.0
59.0,0,0.0
0.89,0,0.0
56.86,0,0.0
10.0,0,0.0
293.34,0,0.0
8.99,0,0.0
6.1,0,0.0
6.99,0,0.0
14.99,0,0.0
0.46,0,0.0
1.0,0,0.0
201.1,0,0.0
1.49,0,0.0
8.97,0,0.0
1.0,0,0.0
2.34,0,0.0
21.03,0,0.0
196.46,0,0.0
23.9,0,0.0
2.49,0,0.0
1.79,0,0.0
13.27,0,0.0
10.0,0,0.0
418.48,0,0.0
15.0,0,0.0
1.0,0,0.0
1.98,0,0.0
148.59,0,0.0
128.0,0,0.0
188.0,0,0.0
102.9,0,0.0
17.28,0,0.0
7.8,0,0.0
1.0,0,0.0
28.9,0,0.0
15.3,0,0.0
8.99,0,0.0
15.17,0,0.0
6.56,0,0.0
158.0,0,0.0
7.19,0,0.0
1.0,0,0.0
7.69,0,0.0
13.31,0,0.0
20.53,0,0.0
8.9,0,0.0
18.8,0,0.0
69.7,0,0.0
19.51,0,0.0
93.82,0,0.0
107.9,0,0.0
7.65,0,0.0
139.95,0,0.0
1.29,0,0.0
158.0,0,0.0
21.98,0,0.0
6.95,0,0.0
135.98,0,0.0
4.04,0,0.0
13.27,0,0.0
14.81,0,0.0
158.0,0,0.0
1.0,0,0.0
38.0,0,0.0
2.72,0,0.0
158.0,0,0.0
42.35,0,0.0
1.0,0,0.0
57.0,0,0.0
268.13,0,0.0
89.9,0,0.0
1.0,0,0.0
75.13,0,0.0
0.89,0,0.0
22.79,0,0.0
2.69,0,0.0
136.3,0,0.0
16.99,0,0.0
6.74,0,0.0
89.46,0,0.0
51.67,0,0.0
5.47,0,0.0
0.77,0,0.0
2.0,0,0.0
24.08,0,0.0
0.0,0,0.0
2.28,0,0.0
11.03,0,0.0
8.99,0,0.0
4.97,0,0.0
104.0,0,0.0
158.0,0,0.0
158.0,0,0.0
158.0,0,0.0
1.0,0,0.0
1.0,0,0.0
4.91,0,0.0
158.0,0,0.0
44.99,0,0.0
474.59,0,0.0
1.0,0,0.0
0.77,0,0.0
69.81,0,0.0
63.7,0,0.0
158.0,0,0.0
7.74,0,0.0
158.0,0,0.0
8.99,0,0.0
64.99,0,0.0
1.0,0,0.0
150.0,0,0.0
158.0,0,0.0
53.75,0,0.0
1.0,0,0.0
6.99,0,0.0
22.17,0,0.0
29.9,0,0.0
50.0,0,0.0
2.27,0,0.0
500.0,0,0.0
4.77,0,0.0
158.0,0,0.0
5.99,0,0.0
189.0,0,0.0
158.0,0,0.0
13.99,0,0.0
1.0,0,0.0
19.99,0,0.0
0.89,0,0.0
64.5,0,0.0
7.81,0,0.0
7.59,0,0.0
1.98,0,0.0
135.0,0,0.0
3.16,0,0.0
32.52,0,0.0
213.1,0,0.0
10.59,0,0.0
48.94,0,0.0
101.26,0,0.0
158.0,0,0.0
192.17,0,0.0
1.0,0,0.0
28.9,0,0.0
86.97,0,0.0
0.89,0,0.0
82.62,0,0.0
0.79,0,0.0
5.0,0,0.0
21.66,0,0.0
113.59,0,0.0
0.99,0,0.0
90.5,0,0.0
17.92,0,0.0
136.3,0,0.0
343.0,0,0.0
84.95,0,0.0
19.72,0,0.0
0.95,0,0.0
25.28,0,0.0
281.42,0,0.0
4.49,0,0.0
5.99,0,0.0
240.9,0,0.0
7.62,0,0.0
0.99,0,0.0
1.98,0,0.0
158.0,0,0.0
7.65,0,0.0
12.14,0,0.0
9.48,0,0.0
158.0,0,0.0
10.86,0,0.0
31.0,0,0.0
46.39,0,0.0
1.0,0,0.0
64.93,0,0.0
12.99,0,0.0
10.62,0,0.0
8.49,0,0.0
40.2,0,0.0
99.99,0,0.0
55.97,0,0.0
226.53,0,0.0
0.77,0,0.0
14.0,0,0.0
1.78,0,0.0
15.13,0,0.0
3.56,0,0.0
38.44,0,0.0
49.0,0,0.0
1.68,0,0.0
1.94,0,0.0
14.99,0,0.0
2.78,0,0.0
17.49,0,0.0
1736.0,0,0.0
11.84,0,0.0
53.39,0,0.0
1.98,0,0.0
11.43,0,0.0
12.86,0,0.0
10.81,0,0.0
1.0,0,0.0
1.79,0,0.0
20.43,0,0.0
26.0,0,0.0
4.95,0,0.0
12.94,0,0.0
10.0,0,0.0
11.0,0,0.0
9.99,0,0.0
1.45,0,0.0
306.95,0,0.0
32.97,0,0.0
431.0,0,0.0
195.0,0,0.0
84.4,0,0.0
158.0,0,0.0
9.51,0,0.0
1.98,0,0.0
8.0,0,0.0
10.82,0,0.0
158.0,0,0.0
1.0,0,0.0
1.0,0,0.0
49.5,0,0.0
2.58,0,0.0
0.92,0,0.0
17.49,0,0.0
1.78,0,0.0
42.99,0,0.0
2.58,0,0.0
19.99,0,0.0
233.15,0,0.0
155.75,0,0.0
76.13,0,0.0
5.0,0,0.0
9.95,0,0.0
158.0,0,0.0
158.0,0,0.0
1.0,0,0.0
149.98,0,0.0
160.0,0,0.0
25.0,0,0.0
173.0,0,0.0
0.76,0,0.0
5.28,0,0.0
274.72,0,0.0
1.0,0,0.0
158.0,0,0.0
158.0,0,0.0
158.0,0,0.0
4.68,0,0.0
1.0,0,0.0
91.18,0,0.0
2.69,0,0.0
4.49,0,0.0
4.99,0,0.0
9.5,0,0.0
5.47,0,0.0
198.83,0,0.0
0.12,0,0.0
44.48,0,0.0
36.26,0,0.0
41.89,0,0.0
8.99,0,0.0
0.9,0,0.0
21.48,0,0.0
2.33,0,0.0
1.0,0,0.0
30.33,0,0.0
10.62,0,0.0
9.12,0,0.0
196.33,0,0.0
2.28,0,0.0
32.14,0,0.0
12.99,0,0.0
6.25,0,0.0
68.0,0,0.0
48.43,0,0.0
158.0,0,0.0
21.87,0,0.0
8.99,0,0.0
16.9,0,0.0
0.99,0,0.0
500.0,0,0.0
3.5,0,0.0
20.0,0,0.0
224.99,0,0.0
50.0,0,0.0
0.89,0,0.0
12.48,0,0.0
158.0,0,0.0
10.95,0,0.0
202.37,0,0.0
158.0,0,0.0
158.0,0,0.0
1.0,0,0.0
1.0,0,0.0
8.97,0,0.0
384.11,0,0.0
158.0,0,0.0
2452.03,0,0.0
160.0,0,0.0
4.86,0,0.0
35.79,0,0.0
0.77,0,0.0
147.2,0,0.0
0.76,0,0.0
1.0,0,0.0
71.73,0,0.0
